V1	V8	V9	V10	Q46	Q51	Q57	Q1	Q42	Q2_1	Q2_2	Q2_3	Q2_4	Q36_1	Q36_2	Q36_3	Q36_4	Q59_1	Q59_2	Q60_1	Q60_2	Q56	Q37_1	Q37_2	Q37_3	Q37_4	Q38	Q40	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q53	Q54	Q55	Q43	Q42.0	Q43.0	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q50	Q29	Q30	Q52_1	Q52_2	Q19	Q14	Q15	Q16	Q17	Q17_TEXT	Q18	Q3	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q33	Q39	Q44	Q34	Q41	Q35
R_1OiiWaM0lCMWMgB	4-19-2016__8:35:35_AM	4-19-2016__8:36:33_AM	0	1	1	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_abzXRMS7u58Uy7r	4-18-2016__10:08:35_PM	4-18-2016__10:10:09_PM	0	1	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_ddtstAaM8MjvuYZ	4-18-2016__7:30:24_PM	4-18-2016__8:02:41_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	I_am_the_founder_head_of_a_B.S._in_Bioinformatics_program_that_was_established_at_Ramapo_College_of_New_Jersey_in_2002._It_is_part_of_the_School_of_Theoretical_and_Applied_Science__http://bioinformatics.ramapo.edu/index.htmlsThe_program_also_offers_a_Minr_in_Bioinformatics	1	I am the founder head of a B.S. in Bioinformatics program that was established at Ramapo College of New Jersey in 2002. It is part of the School of Theoretical and Applied Science  http://bioinformatics.ramapo.edu/index.html	NA	NA	NA	NA	NA	1	4	4	5	5	5	4	4	5	4	4	3	3	3	4	3	NA	2	NA	4	5	1	3	6	3	4	NA	29	2	1	2	3	2	1	"Bioinformatics group, School of Theoretical and Applied Science"	1	4	"Cell & Molecular Biology (BIOL 406) Lecture and Lab; Listed in Biology, Biochemistry and Bioinformatics curricula: This course consists of lecture and lab in which students will acquire the current state of knowledge about the cells and their biology t molecular level. The concept learning process will be aided with many interesting experiments. It is a challenging course for the students who are new to this field. However, the overwhelming inventiveness and the beauty of construction of biological sytems will intrigue you and reward your efforts to understand the exciting story of Cell and Molecular Biology. The structure and function of cells will be discussed in relation to important cellular processes. Concepts to be covered include: the biology o macromolecules that the cells are made of (review), the technology for probing cell structure and function, membrane and organelle structure and function, topics on regulation of gene expression, signal transduction, cell division, cancer, and apoptosis.The experimental approaches that have lead to the current knowledge of cellular structure and function will be presented whenever possible. In addition, Bioinformatics, Genomics, and Proteomics which utilize computer science tools to study molecular bioloy, will also be introduced. Bioinformatics (BIIN 430) Lecture and Lab Integrated; Listed in Biology, Biochemistry and Bioinformatics curricula: The Bioinformatics course is designed to provide hands-on introduction to this emerging technological sience for students of Bioinformatics, Biology, Biochemistry, health sciences, computer science and other related fields. In this course, students will learn about the major issues concerning representation, analysis and application of biological, molecula and biochemical information, especially from computational point of view. This course consists of integrated lecture and laboratory. The course will be taught in an Internet equipped computer lab. It contain 1. Incoming freshmen are not familiar with this field. Most of them have not heard about it in high schools. Therefore, they are hesitant to select this major. 2. The college administration is not much aware of the needs and significance of this major.Therefore, there is very limited support. NA NA NA NA Lecture Schedule* Topics   1. Introduction  (Week 1) sUnderstanding Gene Structure and Function 2. Storage and Expression of Genetic Information  (Self Reading Assignment)  s3. Structure and Function of Proteins (Self Reading Assignment) s4. Mlecular Structure of Eukaryotic and Prokaryotic Genes (Weeks 1 & 2)   Data Search and Sequence Comparisons s5. Sequence Alignment methods (Weeks 2 & 3)   s6. Database Searching methods (Week 4)s7. Multiple Sequence Alignments (Week 4)s (Week 5: Firt Exam)sStructure Predictions8. Basic concepts (Self Reading Assignment)s9. Methods for Secondary Structure prediction  (Week 6)s10. Tertiary and Quaternary Structure (Week 7)s11. Protein folding models and Structure prediction (Week 7 & 8)s12. Predction of RNA Secondary Structures (Week 8)s  (Week 9: Spring Recess)sGenomicss13. Introduction to Genomics (Week 10)s  (Week 11: Second Exam)s14. Prokaryotic Genomes and Gene Recognition (Week 12)s15. Eukaryotic Genomes and Gene Recognition  (Week 1)s16. Gene Expression analysis and Microarrays  (Week 14) Proteomicss17. Proteome, Protein Classification, and Techniques (Week 15)s18. Post Translational Modification and other predictions (Week 15)s19. Inhibitors, Drug Design and Ligand Screening(Week 15)s  (Week 16: Final Exam) sSchedule of Laboratory Exercises:s1 01/21/16 Introduction to Bioinformatics, non-commercial and commercial Bioinformatics Resources. s2 01/28/16 Introduction to NCBI-Entrez System: GenBank, Protein, RefSeq and Pubed databases  3 02/04/16 Exploration of Genomic Information: Entrez Gene, Human Ensembl, MGD, HGNC, and Gene Ontology databases: Student presentationss4 02/11/16 Analysis of Genomic Variations: SNP, OMIM, and HGMD databases: Student presentationss5 0/18/16 Regulated Gene Expression: EPD Database: Student presentation FIRST EXAMs6 02/25/16 Information Retrieval and Analysis of Proteins: UniProt and HPRD databases: sStudent presentations"	NA	NA	NA	NA	NA	NA
R_9NVq7MucU3RfC1D	4-26-2016__8:29:24_AM	4-26-2016__8:34:22_AM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	5	2	2	2	2	2	2	2	2	2	5	4	5	NA	NA	NA	4	5	1	2	5	2	4	NA	44	3	1	4	1	2	2	Department of Biology	3	4	NA	inadequate preparation of students in quantitative and analytical thinking	NA	NA	NA	critical thinking	NA
R_1YubFJTvvbu2oi9	4-7-2016__10:05:42_AM	4-7-2016__10:10:53_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	We need to have our students doing statistics and bioinformatics much earlier	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	4	4	3	3	3	3	3	3	3	2	3	4	NA	2	NA	4	5	1	2	5	2	4	NA	10	2	1	4	1	3	3	Department of Biology	5	5	"General Population Genetics, Biological Sciences.  A senior undergraduate course in population genetics."	Lack of training in statistics in our undergraduates.	NA	NA	NA	NA	NA
R_br6y9fa9gSQhYkR	4-7-2016__10:22:19_AM	4-7-2016__10:35:10_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	I teach General Biochemistry in a completely flipped active class - all lectures are online narrated by me PowerPoints.  It would be good to get some degree of bioinformatics in the class activities.  One lab does 16S sequencing and basic Blast search.	1	NA	1	Time	3	NA	3	NA	NA	NA	NA	NA	NA	1	4	4	4	4	4	6	6	4	4	4	4	4	6	4	4	NA	2	NA	3	4	1	2	5	2	4	NA	47	3	1	4	1	3	3	Department of Biological Sciences	6	5	NA	Getting the time to do it.	NA	NA	NA	NA	"Many of our students come from economically challenged families and can not afford to have their own laptop.  Some that do, have old out of data, low memory laptops.  But most do have good laptops.  We do have computer labs that can contain 20-30 students but most of our lecture classes have 200 or more students.  Clickers work."
R_by0aJTHYu6eYC4B	4-26-2016__9:51:00_AM	4-26-2016__9:56:53_AM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	4	5	4	2	2	2	2	2	2	2	2	4	3	4	NA	NA	NA	5	5	1	2	5	2	4	NA	11	9	1	5	2	2	2	Department of Human Genetics	2	1	NA	NA	NA	NA	NA	"statistics and programming.  many are moderately competent around a computing environment, so can run existing software, but not good at file manipulation, troubleshooting, or statistical hypothesis testing and interpretation of statistical data."	NA
R_b3GyGrzvYnY4DDD	4-7-2016__10:49:56_AM	4-7-2016__10:54:51_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	1	Were a small college and have no access to any servers or even MAC or linux operating systems.	1	1	1	1	5	2	4	NA	9	2	1	2	1	1	1	Natural Sciences	1	2	BI142 Principles of BiologysBI447 GeneticssBI391 Biomolecular TechnologiessBI344 Computational Genomics	My students come from a dismal school system. Big problems with entry level courses.	NA	NA	NA	NA	"Later maybe,..I dont have time now"
R_abENpc4oKVDulSJ	4-7-2016__5:53:26_PM	4-7-2016__6:03:14_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	Lack of knowledge and training in current software and tools available	2	NA	1	No real barriers. Just that I have not used bioinformatics tools since 2007 and need to get updated.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	5	5	5	5	5	5	5	4	4	3	3	3	None missing	2	NA	5	5	1	1	5	1	4	NA	15	2	1	5	1	1	1	School of STEM	2	3	NA	Lack of training in the part of the professors/instructors	NA	NA	NA	NA	Perhaps it is a good idea to offer basic and advanced training for faculty
R_2blG51HvRdzKWDX	4-7-2016__9:27:58_PM	4-7-2016__9:38:05_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	2	NA	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	3	5	5	5	4	4	4	3	4	5	5	3	4	4	NA	1	NA	5	5	1	1	5	2	2	NA	7	3	1	4	1	3	3	Biological Sciences	7	5	NA	Ensuring instructors in the life sciences are well trained and confident in their use of bioinformatics and capable of teaching the skills necessary for students to become knowledgeable and confident in their use of bioinformatics. Incorporating bioinformtics into classes outside of computer science and math/stats	NA	NA	NA	NA	NA
R_1X4DdkcqJv41H4V	4-12-2016__4:31:45_PM	4-12-2016__4:39:34_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	Information on bioinformatics and how to implement.	3	NA	1	Lack of information.	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	5	4	3	3	4	3	3	3	3	3	2	3	2	NA	1	"Availability of high performance computing for teaching, IT support, space for computers."	2	4	1	2	5	1	4	NA	4	1	1	2	1	3	3	Biological Sciences Department	2	5	NA	Ability to read and understand what they read. Focusing on following instructions. Willingness and motivation to read.	NA	NA	NA	NA	NA
R_6gk59WdqQZt8ppj	4-7-2016__12:09:30_PM	4-7-2016__12:21:28_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	1	1	Computer lab facilities	2	NA	1	access to computer labs	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	4	5	5	4	4	5	5	4	4	4	4	4	5	NA	1	"computer lab, access to high performance computing, and teaching"	5	5	1	2	5	2	4	NA	7	2	1	2	3	2	2	Biology	1	3	NA	"Our school has recently removed biology as a requirement for our schools nursing program.  Emphasis on biology as a whole has been declining by our administration. In general, I do not think many educators know how to use bioinformatics."	NA	NA	NA	NA	NA
R_5mUs9xoA2vXdnhj	4-25-2016__11:08:02_AM	4-25-2016__11:17:22_AM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	"lack of prerequisite math knowledge, free materials for instructors and students to use."	2	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	5	5	3	3	3	3	2	3	3	3	2	4	NA	2	NA	3	5	1	2	5	NA	2	NA	18	8	1	1	1	3	3	Biology Department	1	6	NA	"It is not incorporated into textbooks and consequently, many faculty do not place a high value on it.  Many teaching faculty have not used Bioinformatics in research and do not appreciate its utility."	NA	NA	NA	NA	NA
R_djql9ih17VKucC1	4-7-2016__11:54:59_AM	4-7-2016__11:57:21_AM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5	2	2	NA	17	8	1	1	1	3	3	Biological Sciences	3	6	NA	NA	NA	NA	NA	NA	Bioinformatics should be a Senior level or graduate level coursework.
R_em8EOy4KPhh1NkN	4-12-2016__10:04:25_PM	4-12-2016__10:14:25_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	I have included bioinformatics with help from participation in the iPlant collaborative training sessions but it is not a substantial portion of my courses because there is a limited amount of time and many concepts to teach.	2	NA	1	Student course load and lack of flexibility in terms of taking biology electives because of the heavy course load outside of that.	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	n/a	2	NA	4	4	1	NA	NA	NA	4	NA	NA	3	1	2	1	2	NA	biology	2	3	NA	Many of the tools are just not very intuitive.	NA	NA	NA	NA	NA
R_1NunVGYXbD8fM9v	4-7-2016__10:19:15_AM	4-7-2016__10:24:46_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	Technical resources	2	NA	1	Financial	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	1	NA	5	5	1	1	5	2	4	NA	19	2	1	3	3	2	2	Department of Biology	2	4	NA	Technical Resources and Finances.  Small size of our faculty compared to number of students	NA	NA	NA	NA	NA
R_8InQC4exnwTgwnP	4-7-2016__10:37:59_AM	4-7-2016__10:48:48_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	Time	1	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	3	5	4	4	4	3	4	4	4	3	3	1	1	1	NA	2	NA	2	5	1	2	5	2	4	NA	11	2	1	4	3	3	3	"Cell, Molecular, and Microbiology"	2	5	NA	Lack of undergraduate understanding of basic statistics	NA	NA	NA	NA	NA
R_2mbnZgzll1ACDpr	4-8-2016__3:53:37_PM	4-8-2016__4:00:02_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	4	3	5	5	4	4	4	5	3	5	3	4	5	4	NA	NA	NA	4	5	1	2	5	2	4	NA	21	2	1	5	2	1	1	Biological Sciences	2	3	NA	The lack of computational and mathematics skills in our life science majors.	NA	NA	NA	programming	NA
R_6kS7mbYRb2e5PRr	4-25-2016__3:24:26_PM	4-25-2016__3:30:04_PM	1	1	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	Mentor interning undergraduates in research lab	High school/Undergraduate students come for summer internships to our research lab to learn basic techniques of biotechnology.	familiarity with bioinformatics tools	Professional advancement	1	4	4	3	5	5	3	3	3	3	3	4	3	2	3	3	NA	NA	NA	3	4	1	1	2	2	2	NA	9	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6FFu5JwOFa1nls1	4-11-2016__10:48:31_AM	4-11-2016__10:52:32_AM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	Lack of my own competence in the field.	2	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	5	3	3	3	3	3	3	2	2	3	4	2	4	NA	1	NA	3	5	1	1	5	2	2	NA	7	8	1	1	1	3	3	Department of Biology	7	6	NA	NA	NA	NA	NA	NA	NA
R_7VfyBXY3i7gOgaV	4-18-2016__6:47:36_PM	4-18-2016__7:06:33_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	I do include computational online tools in a few small projects.  Thus far I have not included more given time or course format constraints.  I think if I think a little more creatively with course design I should be able to do more.  Another component tht would be helpful is for me to get additional training in this area in regards to the computer science aspect of bioinformatics.	2	NA	1	The college I work for is in transition from the 2 year to 4 year vision.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	1	"I may be able to request computer lab access, just have not tried yet."	4	5	1	3	6	3	4	NA	8	8	1	1	1	3	3	Science	2	6	NA	Pre-college preparedness of studentssStudent behavior and focussEducation of college administration of more up to date relevance of curriculum and research opportunities	NA	NA	NA	NA	NA
R_5hVmlhHXdSBYcMR	4-12-2016__1:54:35_PM	4-12-2016__2:02:36_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	2	4	5	5	4	4	5	5	4	4	4	3	3	4	NA	2	NA	4	4	1	2	5	2	4	NA	19	3	1	4	2	3	3	"Burnett School of Biomed, UCF COM"	6	5	I teach some (2-3 lectures) in MCB 4144  We have a computational biologist that teaches some courses (dont know numbers) and he works between Dept Computer Science and our School	A standardized curriculum that ties into microbiology OR cell biology -	NA	NA	NA	NA	I have some out of class assignments that students do to ask questions about bacterial physiology that uses computational tools. I can share anytime (william.self@ucf.edu)
R_1BNPPSi9KzxPDQF	4-7-2016__12:13:29_PM	4-7-2016__12:41:01_PM	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	1	we have  some courses but not enough students take them. We are limited by class size constraints	1	"Bioinformatic_minor_CREATED_IN_2012,_from_the_Microbiology_and_Cell_science_Dptshttp://microcell.ufl.edu/bioinfo3/"	2	NA	NA	NA	NA	NA	NA	1	5	1	5	5	5	2	2	5	5	2	4	2	4	3	5	NA	2	NA	5	5	1	1	6	3	4	NA	26	2	1	4	3	3	3	Microbiology And Cell Sciences	2	3	"Introduction to Bioinformatics BSC4434 ( Microbiology and Cell Science Dpt)sUse of basic webbased bioinformatic tools Independent Research in Bioinformatics BSC4913sAdvanced Independent Research in Bioinformatics BSC4914sIn these two classes co-taugt with another faculty, students do  bioinfo project in a lab that they find ( or that I help them find). We meet every 2 weeks they discuss their progress and we help them write a paper"	"I created the  Introduction to Bioinformatics   BSC4434  course seven years ago and created the Bioinformatic minor. The class and the minor are very popular  however I have to turn down students.sMy cap is 33 students because  of the computer lab size. f the class became a core class for the major, maybe we could do several sections with TA but as an elective we have hit a limit."	NA	0	0	NA	The final is an in class 4 Hours exam they have access  to everything
R_5mYMckfiWiOgphj	4-7-2016__10:38:20_AM	4-7-2016__10:56:20_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"Students have not taken any statistics class and lack very basic statistical and experimental design concepts; they have - for the overwhelming part - no experience in even reading primary scientific & peer-reviewed literature, or exploring scientific datbases. They have problems interpreting data. Some have no experience with Excel."	1	NA	3	NA	1	"Minor_Bioinformatics,_info_found_on_UF_Undergraduate_catalogshttp://microcell.ufl.edu/bioinfo3/"	3	NA	NA	NA	NA	NA	NA	1	3	3	4	4	4	3	3	3	3	3	4	3	3	4	4	NA	2	NA	3	5	1	1	5	2	4	NA	19	1	1	4	3	3	3	Animal Sciences	4	3	NA	The tight curriculum that leaves little time for exploring new courses; students enrolling midway (coming from community colleges); vastly different quality of pre-college education ;	NA	NA	NA	NA	NA
R_2twCKC3JzDsAroV	4-7-2016__10:50:20_AM	4-7-2016__10:53:44_AM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	5	4	5	5	5	3	3	3	3	3	3	3	5	4	3	NA	NA	NA	3	5	1	1	5	2	4	NA	5	2	1	4	3	3	3	Department of Biology	4	4	NA	Lack of integration of biological and computational knowledge	NA	NA	NA	"databasing, basic coding and script writing"	NA
R_6lmHirfqkGGb0CV	4-7-2016__6:29:45_PM	4-7-2016__6:39:16_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	Time for curriculum development	1	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	Access to current hardware and software	NA	NA	1	1	5	2	4	NA	10	1	1	4	1	1	1	Natural sciences	1	3	NA	Time to develop new content.	NA	NA	NA	NA	"Problem: all,or none attitude among faculty. Some feel bioinformatics is critical and should be incorporated into,every course to a significant extent, some dont even know how to spell it and dont care to learn."
R_e8pQVRVQbySApKJ	4-18-2016__4:05:30_PM	4-18-2016__4:22:16_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	Not enough time & no equipment/facilities.	2	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	2	4	1	1	1	1	1	1	1	1	1	2	1	2	Id be more interested in ecology-based modeling or hypothesis testing and database usage.	1	Nobody here knows what bioinformatics is because this is a two-year school.	3	5	1	2	5	2	2	NA	4	1	1	1	3	2	2	Natural Sciences Department	2	6	NA	"I cant speak for the 4-year universities, but it would be very difficult to integrate a bioinformatics course here given the lack of facilities or faculty training and the limited biological knowledge of our incoming students."	NA	NA	NA	NA	NA
R_2sG5N8jyWUm0Gc5	4-18-2016__6:44:20_PM	4-18-2016__6:48:40_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	6	3	4	NA	6	1	1	1	2	1	1	Natural Sciences	2	6	NA	NA	NA	NA	NA	NA	"I have been out of school for a very long time. I would really like to learn more about genomics and bioinformatics. Will anyone do teacher education regarding these topics? Also, regarding teaching bioinformatics in the undergraduate classroom. I have stdents who have no time management skills or study skills or reading skills (and then I have some really awesome students). But even my awesome students need to learn basic biological concepts before they delve into bioinformatics. My opinion."
R_3EgJ6qef2TQkEdw	4-25-2016__10:47:30_AM	4-25-2016__10:56:31_AM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	Lack of my own personal training.  sLack of time to cover material already without adding more topics.	2	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	5	6	4	6	4	4	6	6	4	6	4	6	NA	1	NA	4	5	1	1	5	2	2	NA	25	1	1	1	3	1	1	Science Department	2	3	NA	There is so much content to cover already....what to leave out?  Students are arriving very under-prepared.  It takes a long time to get them back to ground zero.    I think we actually need mandatory computer training in high school.	NA	NA	NA	NA	NA
R_9FCk7XmQkgCgvxr	4-18-2016__2:55:26_PM	4-18-2016__3:02:36_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	"Lack of appropriate training for myself, resources of good exercises, time it requires in the class."	3	NA	1	Having a faculty member who feels comfortable teaching the content.	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	5	5	5	5	6	5	5	3	3	3	2	4	4	NA	1	Few faculty are familiar enough with above systems to be comfortable teaching such a course.	6	5	1	1	5	2	4	NA	13	2	1	3	2	3	2	Department of Biology	2	3	NA	"The need to train faculty in these techniques. Especially at schools that are not research intensive, even finding these resources can be challenging."	NA	NA	NA	NA	NA
R_9LG4OzwD6Hm2DAN	4-7-2016__12:55:03_PM	4-7-2016__1:01:00_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	Not enough knowledge base of my own	3	NA	2	NA	1	Computer_Science_and_College_of_Health_Sciences	2	NA	NA	NA	NA	NA	NA	1	4	5	5	5	5	5	5	5	5	4	3	4	4	3	4	NA	1	NA	5	5	1	1	5	2	4	NA	29	2	1	3	2	1	1	Department of Biology & Marine Science	2	3	NA	NA	NA	NA	NA	NA	NA
R_4YFf4AS5olL5T81	4-7-2016__10:36:01_AM	4-7-2016__10:38:20_AM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	6	3	4	NA	32	2	1	4	3	3	3	biological science	5	5	NA	NA	NA	NA	NA	NA	What the hell is bioinformatics?  This term is so broadly used that it approaches meaningless. It is hard to answer anything about this survey unless you actually started telling us what you feel constitutes bioinformatics.
R_265XOics1Y6XfRr	4-25-2016__2:55:32_PM	4-25-2016__3:07:40_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5	2	2	NA	9	8	1	1	2	2	2	Department of Biology	2	6	NA	NA	NA	NA	NA	NA	"I always briefly discuss this area when reviewing a biotechnology chapter in my text, but it is never part of any learning objective for the students.  I also mainly teach biology for non-majors and I just dont think that they students need such details"
R_3VsjWL43LpXp3P7	4-7-2016__11:08:20_AM	4-7-2016__11:21:21_AM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	Caution. . . not interested in too much pedagogy at this level.	3	NA	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	4	1	1	4	1	1	2	1	2	1	NA	2	NA	2	1	1	2	5	2	4	NA	41	1	1	1	1	2	2	Dept of Science and Mathematics	6	4	NA	Have no opinion	NA	NA	NA	NA	Im not in favor of EDUCATORS introducing more pedagogy and time-consuming devices.  Right now Im facing the trouble of my student not being able to read nor write cursive!  Basic understanding of the psychology of how students LEARN need to be put into peration.
